painting_name,folder,group_label,rms_accel,rms_jerk,rms_gyro,dominant_freq_hz,freq_strength,duration_s,std_accel,max_accel,std_jerk,max_jerk,std_gyro,max_gyro,accel_peak_count,gyro_peak_count,accel_zero_crossings,gyro_accel_ratio,prompt,negative_prompt
Gesture as a brush 2026-03-14 10-01-15,./data/star/Gesture as a brush 2026-03-14 10-01-15,star,12.292029479310042,76.27259527921612,2.185158871512231,1.1415429928914664,11.944267892324543,20.138762123333002,4.694957581438347,31.01228337122244,76.27259418926262,645.1627785013206,1.258442155456111,6.624263704671003,240.0,161.0,68.0,0.17777038974829362,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition around 1.14 Hz, layered repeating brush patterns","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
Gesture as a brush 2026-03-14 10-01-45,./data/star/Gesture as a brush 2026-03-14 10-01-45,star,11.997594371532987,114.92825463670172,2.331932858622107,1.0719456038382458,5.69136343952984,17.715251711667,4.502109486513921,27.9603519190835,114.92825452015774,736.3435386320889,1.5198958439253085,7.890710403001739,199.0,109.0,120.0,0.19436670270840126,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.07 Hz, some repeated motifs","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
Gesture as a brush 2026-03-14 10-02-32,./data/star/Gesture as a brush 2026-03-14 10-02-32,star,16.97112828658255,130.6467644772813,3.730884395443105,1.7435215316627488,6.295258573268511,22.932520163333,7.661608283933115,49.053594652430526,130.64676322517113,765.603785732671,1.908117819197764,9.797798215647852,185.0,126.0,88.0,0.21983714531065807,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.74 Hz, some repeated motifs","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
Gesture as a brush 2026-03-14 10-03-01,./data/star/Gesture as a brush 2026-03-14 10-03-01,star,15.167743785954697,118.72280156328297,2.5810467504531043,1.6420373231434633,9.735371596528646,16.433354373333,7.123248638765951,43.54033847982458,118.72280018452084,591.7046126387802,1.2792864256581744,8.618217362624106,168.0,106.0,72.0,0.17016682155937932,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition around 1.64 Hz, layered repeating brush patterns","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
Gesture as a brush 2026-03-14 10-03-27,./data/star/Gesture as a brush 2026-03-14 10-03-27,star,22.99643566401335,177.6517718120546,3.794935001012417,0.22406924994611205,9.4092314318076,13.379255163333,10.616775450825804,59.21460693978194,177.651771272538,928.3871217686944,1.9736288884361988,9.54187876827151,135.0,119.0,58.0,0.16502274771155123,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition around 0.22 Hz, layered repeating brush patterns","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
Gesture as a brush 2026-03-14 10-03-57,./data/star/Gesture as a brush 2026-03-14 10-03-57,star,16.157533426131582,108.05276486871362,2.999010169120985,1.1451964598161,10.938467457961636,18.326644746667,6.931259240817593,38.70446925049895,108.05276218308616,569.7401759926917,1.3717286343503878,7.502473477240589,160.0,128.0,78.0,0.18561064302581448,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition around 1.15 Hz, layered repeating brush patterns","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
Gesture as a brush 2026-03-14 10-04-31,./data/star/Gesture as a brush 2026-03-14 10-04-31,star,14.902861188503019,177.12479560361976,2.5633839262578277,2.191369434398192,5.04354113656788,20.98047062,6.920580561953013,45.0126528557483,177.12479545378685,1508.2232567420272,1.454785379262382,14.390807698086732,180.0,93.0,142.0,0.17200616000257543,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 2.19 Hz, some repeated motifs","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
1 Gesture as a brush 2026-03-14 10-07-19,./data/test/1 Gesture as a brush 2026-03-14 10-07-19,test,13.926365763380856,188.05666452625073,5.313650204167523,1.9776271045659908,6.015917093084524,13.497809044999999,5.596281607435542,35.18106144035932,188.05666237367086,1703.1951428311904,2.8528919582646695,14.459384266842733,120.0,85.0,58.0,0.38155325618102914,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.98 Hz, some repeated motifs","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
10 Gesture as a brush 2026-03-14 10-13-37,./data/test/10 Gesture as a brush 2026-03-14 10-13-37,test,15.831255073188357,490.451842028228,6.633363859251633,2.885844643439498,3.902254380940214,13.900432505,6.859976686204372,102.75994709680835,490.4518415350139,8184.231877786783,2.997750124145435,16.21589357948659,127.0,94.0,62.0,0.41900429423734203,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
11 Gesture as a brush 2026-03-14 10-14-09,./data/test/11 Gesture as a brush 2026-03-14 10-14-09,test,13.78324396531954,235.2602199868592,5.640501337795574,2.720278556524189,5.056507857429955,15.532978126665,5.453913648525954,37.267599664345575,235.26021169396333,2076.3814552896824,3.3659527970148737,14.282674302824008,153.0,96.0,84.0,0.40922886887720994,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 2.72 Hz, some repeated motifs","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
12 Gesture as a brush 2026-03-14 10-14-44,./data/test/12 Gesture as a brush 2026-03-14 10-14-44,test,18.481683888322245,345.3884558319847,8.077615679916871,0.587354262723562,4.304828391594298,16.8348706249997,6.430031596332452,39.65272009542308,345.38842898349407,2770.340050341944,3.9508628112596034,20.01940065293276,125.0,83.0,94.0,0.437060590814655,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 0.59 Hz, some repeated motifs","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
13 Gesture as a brush 2026-03-14 10-15-18,./data/test/13 Gesture as a brush 2026-03-14 10-15-18,test,15.75310230825951,386.13885575162857,4.64890629299708,4.105442423736047,2.4948418655495352,17.5658793716672,6.182397385101351,37.972245706453414,386.1388501345849,2198.8762091835956,2.2364330115729913,11.695122268408948,176.0,154.0,196.0,0.29511052500842966,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
14 Gesture as a brush 2026-03-14 10-15-53,./data/test/14 Gesture as a brush 2026-03-14 10-15-53,test,21.340650422259117,344.2096152493379,7.819796526599759,1.8533684392204999,5.440340981033896,12.93915937,10.092055789537232,81.95371949803459,344.209614237493,3092.3854083185724,3.8606792304978867,18.84605722879947,143.0,89.0,84.0,0.36642728180753964,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.85 Hz, some repeated motifs","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
15 Gesture as a brush 2026-03-14 10-17-03,./data/test/15 Gesture as a brush 2026-03-14 10-17-03,test,15.616620126073231,307.9394227815541,6.874172106577764,0.6854706498604575,3.2952048285019564,12.818824786667,6.389051184270168,61.36657950359515,307.9394108182809,3338.204852109936,3.8058285801461764,17.49679732007277,116.0,41.0,52.0,0.4401830902360611,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
2 Gesture as a brush 2026-03-14 10-08-58,./data/test/2 Gesture as a brush 2026-03-14 10-08-58,test,17.740887820325927,188.06072413943124,3.778233210276389,1.832297169284109,3.66747414387123,11.996355746668002,8.011579067755788,46.35671096479508,188.0607234537131,975.6118609008363,2.0853750842289007,11.441580293230967,111.0,89.0,76.0,0.21296753850924297,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
3 Gesture as a brush 2026-03-14 10-09-51,./data/test/3 Gesture as a brush 2026-03-14 10-09-51,test,16.343555370093764,188.78141100326735,4.038265399204386,0.27484457539261636,3.539218826925316,15.762013621667,4.94793143701608,39.487081478743875,188.78140849961653,1498.5712357826221,1.9987796248935303,11.694566049955164,117.0,70.0,80.0,0.24708610259593303,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
4 Gesture as a brush 2026-03-14 10-10-26,./data/test/4 Gesture as a brush 2026-03-14 10-10-26,test,16.90301063998232,216.4801291985337,7.581929917773847,1.7652054800047667,3.5486371481708248,18.4661483716657,6.362428522909919,38.840614086344445,216.4801011221514,1763.1396583832768,3.6835161345884915,20.950503835729005,161.0,106.0,68.0,0.4485549987995051,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
5 Gesture as a brush 2026-03-14 10-10-55,./data/test/5 Gesture as a brush 2026-03-14 10-10-55,test,14.724098052078189,250.4389410553239,5.9702820419626255,1.9827836696495007,5.327191525640876,14.530824086666,6.618943064722736,46.160923688860265,250.43893861802601,2712.1049876763846,2.7298660357244193,14.4781012301828,131.0,66.0,52.0,0.40547692771677046,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.98 Hz, some repeated motifs","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
6 Gesture as a brush 2026-03-14 10-11-30,./data/test/6 Gesture as a brush 2026-03-14 10-11-30,test,17.2877703815821,281.51369397581954,8.103949320636612,1.8839665030757222,4.812646386120618,17.024647744998997,6.5854155567933494,52.13088355629777,281.51369393711536,3258.1635721430066,3.978533503111071,19.56884022190411,150.0,70.0,70.0,0.46876775554594147,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.88 Hz, some repeated motifs","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
7 Gesture as a brush 2026-03-14 10-11-57,./data/test/7 Gesture as a brush 2026-03-14 10-11-57,test,22.039602691122948,345.217078942259,7.749689445923144,0.5181257024767183,4.009119486492604,13.499581628332999,12.51817098795456,113.30250125915103,345.21706997288555,2950.2941792802303,3.7742262562892095,24.562966618315034,133.0,98.0,66.0,0.3516256419945772,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 0.52 Hz, some repeated motifs","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
8 Gesture as a brush 2026-03-14 10-12-30,./data/test/8 Gesture as a brush 2026-03-14 10-12-30,test,14.663332567794214,190.95270534917475,4.35860393320042,2.387722763680752,5.223891618268037,17.225257623332002,5.744937615952146,40.05950710884073,190.9527026716528,1904.7715493036976,2.349258173539052,11.189650807984266,135.0,45.0,94.0,0.2972451121020188,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 2.39 Hz, some repeated motifs","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
9 Gesture as a brush 2026-03-14 10-13-05,./data/test/9 Gesture as a brush 2026-03-14 10-13-05,test,16.244060670180357,298.86862334919766,5.303562877803271,1.1982026959561591,3.57033491940453,17.235264254999997,6.3162705798590535,46.72027560721548,298.868623339088,2492.6167165366924,3.1850287965790955,19.659437970065678,154.0,108.0,104.0,0.32649243222864016,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
Gesture as a brush 2026-03-14 09-40-26,./data/waves/Gesture as a brush 2026-03-14 09-40-26,waves,13.341094707407661,262.5648021381731,4.310791694692023,1.6528481147645009,5.480693594337594,19.155392123333,6.115668997081472,42.48787514795731,262.5648005323727,2357.9181728661424,2.318628867012643,9.984904848945765,193.0,169.0,122.0,0.3231212871890737,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.65 Hz, some repeated motifs","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
Gesture as a brush 2026-03-14 09-42-35,./data/waves/Gesture as a brush 2026-03-14 09-42-35,waves,21.971089446541228,208.46443616776074,5.761912174498138,1.1415803124581805,9.297595895831119,13.129252253334,11.660721781420973,65.64234973898432,208.46443604975647,934.9019802425493,2.9734349292516384,16.17308953229882,136.0,114.0,58.0,0.2622497254064454,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition around 1.14 Hz, layered repeating brush patterns","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
Gesture as a brush 2026-03-14 09-43-07,./data/waves/Gesture as a brush 2026-03-14 09-43-07,waves,28.294970252882486,322.8768337912347,6.746241975752967,2.636395253541602,6.274151653578137,18.576310955,14.41576134918471,72.45076693805055,322.8768325998614,1346.6468590113907,2.8949048781974462,16.396960981821064,178.0,152.0,126.0,0.23842548393657645,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 2.64 Hz, some repeated motifs","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
Gesture as a brush 2026-03-14 09-43-38,./data/waves/Gesture as a brush 2026-03-14 09-43-38,waves,13.85346564605277,179.48999865580384,4.778686199820017,1.002900100547902,7.371125342160986,16.503048253333,6.3507391700366105,33.40755190269842,179.48999813138542,1399.6528098650097,2.2425464869775444,11.465866842229843,157.0,141.0,86.0,0.3449451798970353,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.00 Hz, some repeated motifs","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
Gesture as a brush 2026-03-14 09-44-11,./data/waves/Gesture as a brush 2026-03-14 09-44-11,waves,17.997522056196612,568.6459634953399,6.296299269412499,0.6407161962253782,3.4285072454033716,22.42088953833399,7.4922143799224195,76.54923827752802,568.6459600108352,5385.217761553565,2.9621126574453074,14.798847554303624,157.0,133.0,136.0,0.3498425644042935,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
Gesture as a brush 2026-03-14 09-45-44,./data/waves/Gesture as a brush 2026-03-14 09-45-44,waves,14.904959905526328,231.49931673566053,5.916683476982776,1.6567712140109172,4.146435374422241,18.884957375,6.9849469319826385,50.90882037857447,231.49931589187457,1566.3445134193853,2.7031356909298907,14.717173772155828,187.0,96.0,116.0,0.39696071066867344,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.66 Hz, some repeated motifs","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
Gesture as a brush 2026-03-14 09-46-24,./data/waves/Gesture as a brush 2026-03-14 09-46-24,waves,12.48356447328362,203.96598378027562,3.510034079633892,0.350773297272477,3.778136381703739,22.4898832466663,5.872121285781546,30.16712322946427,203.96598197196198,1204.112189456262,1.6497479601428224,8.953342851167331,192.0,203.0,174.0,0.2811724236987464,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, non-periodic gesture, irregular paint distribution","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
Gesture as a brush 2026-03-14 09-46-55,./data/waves/Gesture as a brush 2026-03-14 09-46-55,waves,12.434927986982562,156.21035576644314,4.78480036092868,1.2039143633823113,10.93925175137144,21.238315211667,6.231969410292882,31.30613353189789,156.21035358038105,1406.435479700284,2.3165843766868948,15.708045669396741,210.0,174.0,104.0,0.3847871387395919,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition around 1.20 Hz, layered repeating brush patterns","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
Gesture as a brush 2026-03-14 09-47-30,./data/waves/Gesture as a brush 2026-03-14 09-47-30,waves,12.919292124091035,109.26828499974742,5.005600673349838,0.8736592129520228,19.26675801898673,21.188499041667,6.2810060013206375,32.12994164245137,109.26828200032534,932.1738776501497,2.19869461972415,16.026039710082237,217.0,162.0,52.0,0.3874516207918448,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition around 0.87 Hz, layered repeating brush patterns","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
Gesture as a brush 2026-03-14 09-48-08,./data/waves/Gesture as a brush 2026-03-14 09-48-08,waves,12.377225843778163,163.85387619011382,5.364101036323814,1.235507242646327,8.647326204068952,23.791892003333,6.062962228928521,41.120418997551184,163.8538751837637,1559.832766326731,2.6933596897839496,15.136640148376209,193.0,97.0,92.0,0.43338475871690413,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, rhythmic repetition around 1.24 Hz, layered repeating brush patterns","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
Gesture as a brush 2026-03-14 09-48-42,./data/waves/Gesture as a brush 2026-03-14 09-48-42,waves,13.447901014662683,143.22390152530875,5.911630212913348,1.8381012659002103,6.410463003645701,23.481467748333,6.04658146577642,35.57319628282307,143.22390147367176,1032.7930946001152,2.6900817340234564,14.53762780583323,214.0,87.0,100.0,0.43959501233895987,"abstract hand-painted acrylic painting on canvas, visible brush strokes, rich paint texture, expressive abstract composition, painterly, no objects, no figures, no text, no lettering, bold saturated colors, heavy impasto thick paint, high contrast, energetic expressive strokes, fragmented brush marks, sharp broken edges, paint splatter texture, glitch-like fragmentation but painterly, circular swirling composition, spiral brush motion, radial energy around a center, subtle rhythmic structure around 1.84 Hz, some repeated motifs","photorealistic, realistic, portrait, faces, people, text, typography, watermark, logo, 3d render, cartoon, anime, low quality, blurry"
